gia_ban,loai_hinh,dien_tich_dat,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,dac_diem,chieu_ngang,duong_lon,vi_tri_dat,garage,san_vuon,hai_mat_tien,view,vi_tri_trung_tam,truong_hoc,san_bay,benh_vien,sieu_thi,giao_thong,giai_tri,dia_diem_dac_biet,phuong,gia_m2_tham_khao
7980000000.0,"Nhà ngõ, hẻm",36.0,Đã có sổ,3.0,5.0,6.0,Không rõ,Thông thường,4.6,1,0,1,1,0,0,1,1,0,0,1,0,0,0,Phường Gia Định,180950000.0
3980000000.0,"Nhà ngõ, hẻm",23.0,Đã có sổ,2.0,2.0,2.0,Nội thất đầy đủ,Nhà nở hậu,3.5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,Phường Gia Định,124290000.0
5999000000.0,"Nhà ngõ, hẻm",35.0,Đã có sổ,2.0,2.0,3.0,Không rõ,Thông thường,3.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Phường Gia Định,149310000.0
6450000000.0,"Nhà ngõ, hẻm",58.3,Đã có sổ,2.0,3.0,2.0,Không rõ,Hẻm xe hơi,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Phường Bình Thạnh,145230000.0
7980000000.0,"Nhà ngõ, hẻm",35.0,Đã có sổ,3.0,3.0,6.0,Không rõ,Thông thường,4.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,Phường Gia Định,170000000.0
7900000000.0,"Nhà ngõ, hẻm",72.0,Đã có sổ,3.0,3.0,2.0,Hoàn thiện cơ bản,Hẻm xe hơi,4.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Phường Bình Lợi Trung,158100000.0
5950000000.0,"Nhà ngõ, hẻm",35.6,Đã có sổ,3.0,3.0,2.0,Không rõ,Thông thường,9.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Phường Thạnh Mỹ Tây,150910000.0
4980000000.0,"Nhà ngõ, hẻm",25.0,Đã có sổ,2.0,2.0,3.0,Nội thất cao cấp,Hẻm xe hơi,4.1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,Phường Thạnh Mỹ Tây,150910000.0
5680000000.0,"Nhà ngõ, hẻm",30.0,Đã có sổ,3.0,3.0,3.0,Nội thất đầy đủ,Hẻm xe hơi,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Phường Bình Thạnh,110000000.0
3700000000.0,"Nhà ngõ, hẻm",49.0,Đã có sổ,2.0,2.0,2.0,Nội thất đầy đủ,Hiện trạng khác,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Thạnh Mỹ Tây,150000000.0
4700000000.0,"Nhà ngõ, hẻm",30.0,Đã có sổ,2.0,2.0,2.0,Không rõ,Hẻm xe hơi,4.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Phường Bình Thạnh,121060000.0
10000000000.0,"Nhà ngõ, hẻm",52.0,Đã có sổ,5.0,3.0,5.0,Không rõ,Hẻm xe hơi,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Phường Bình Thạnh,148980000.0
11900000000.0,"Nhà ngõ, hẻm",87.0,Đã có sổ,8.0,6.0,3.0,Nội thất đầy đủ,Hẻm xe hơi,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Phường Gia Định,160000000.0
8400000000.0,"Nhà ngõ, hẻm",105.0,Đã có sổ,6.0,3.0,2.0,Không rõ,Thông thường,4.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Phường Thạnh Mỹ Tây,150000000.0
4360000000.0,"Nhà ngõ, hẻm",100.0,Đã có sổ,3.0,3.0,3.0,Hoàn thiện cơ bản,Nhà nở hậu,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Lợi Trung,151050000.0
8000000000.0,"Nhà ngõ, hẻm",90.0,Đã có sổ,4.0,3.0,2.0,Không rõ,Thông thường,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Phường Bình Thạnh,145230000.0
7100000000.0,"Nhà ngõ, hẻm",32.0,Đã có sổ,2.0,3.0,3.0,Không rõ,Thông thường,4.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Phường Bình Lợi Trung,158100000.0
7850000000.0,"Nhà ngõ, hẻm",35.0,Đã có sổ,3.0,4.0,3.0,Nội thất cao cấp,Hẻm xe hơi,4.1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Phường Gia Định,170000000.0
4500000000.0,"Nhà ngõ, hẻm",30.0,Đã có sổ,2.0,2.0,3.0,Không rõ,Thông thường,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Lợi Trung,162570000.0
12000000000.0,"Nhà ngõ, hẻm",70.0,Đã có sổ,4.0,3.0,4.0,Nội thất cao cấp,Hẻm xe hơi,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Phường Bình Lợi Trung,171070000.0
3980000000.0,"Nhà ngõ, hẻm",23.0,Đã có sổ,2.0,2.0,2.0,Không rõ,Thông thường,3.2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Phường Gia Định,124290000.0
5650000000.0,"Nhà ngõ, hẻm",30.0,Đã có sổ,3.0,2.0,3.0,Nội thất đầy đủ,Hẻm xe hơi,4.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Phường Bình Lợi Trung,151050000.0
13900000000.0,"Nhà ngõ, hẻm",111.0,Đã có sổ,5.0,6.0,4.0,Nội thất cao cấp,Hẻm xe hơi,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Lợi Trung,157600000.0
3980000000.0,"Nhà ngõ, hẻm",20.0,Đã có sổ,2.0,2.0,3.0,Không rõ,Nhà nở hậu,4.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Phường Gia Định,124290000.0
14700000000.0,"Nhà mặt phố, mặt tiền",80.0,Đã có sổ,4.0,5.0,3.0,Không rõ,Hẻm xe hơi,5.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Phường Bình Lợi Trung,140450000.0
7900000000.0,"Nhà ngõ, hẻm",40.0,Đã có sổ,4.0,3.0,3.0,Nội thất đầy đủ,Thông thường,3.512,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Phường Thạnh Mỹ Tây,210000000.0
5680000000.0,"Nhà ngõ, hẻm",30.0,Đã có sổ,3.0,2.0,4.0,Nội thất cao cấp,Hẻm xe hơi,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Phường Bình Thạnh,110000000.0
7880000000.0,"Nhà mặt phố, mặt tiền",31.2,Đã có sổ,4.0,4.0,3.0,Nội thất cao cấp,Hẻm xe hơi,3.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Phường Bình Lợi Trung,142220000.0
4980000000.0,"Nhà ngõ, hẻm",35.0,Đã có sổ,3.0,2.0,2.0,Nội thất đầy đủ,Hẻm xe hơi,4.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,Phường Thạnh Mỹ Tây,131169999.99999999
5680000000.0,"Nhà ngõ, hẻm",28.4,Đã có sổ,3.0,2.0,2.0,Không rõ,Hẻm xe hơi,2.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Phường Bình Thạnh,110000000.0
6650000000.0,"Nhà ngõ, hẻm",46.0,Đã có sổ,3.0,3.0,3.0,Nội thất đầy đủ,Thông thường,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Lợi Trung,157600000.0
10200000000.0,"Nhà ngõ, hẻm",59.0,Đã có sổ,5.0,6.0,3.0,Nội thất cao cấp,Hẻm xe hơi,4.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Phường Gia Định,135420000.0
8500000000.0,"Nhà mặt phố, mặt tiền",56.0,Đã có sổ,4.0,3.0,4.0,Nội thất đầy đủ,Thông thường,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Lợi Trung,157810000.0
7980000000.0,"Nhà ngõ, hẻm",80.0,Đã có sổ,3.0,3.0,3.0,Nội thất cao cấp,Hẻm xe hơi,5.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Lợi Trung,151050000.0
6400000000.0,"Nhà ngõ, hẻm",62.0,Đã có sổ,6.0,6.0,2.0,Không rõ,Hẻm xe hơi,3.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Phường Thạnh Mỹ Tây,131169999.99999999
4500000000.0,"Nhà ngõ, hẻm",52.0,Đã có sổ,3.0,3.0,3.0,Không rõ,Thông thường,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Lợi Trung,150450000.0
4750000000.0,"Nhà ngõ, hẻm",30.0,Đã có sổ,2.0,3.0,3.0,Không rõ,Thông thường,4.0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,Phường Bình Lợi Trung,192740000.0
4350000000.0,"Nhà ngõ, hẻm",25.0,Đã có sổ,2.0,3.0,2.0,Không rõ,Thông thường,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Phường Thạnh Mỹ Tây,176330000.0
3850000000.0,"Nhà ngõ, hẻm",40.0,Đã có sổ,2.0,3.0,3.0,Không rõ,Thông thường,4.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Phường Bình Lợi Trung,162570000.0
8900000000.0,"Nhà ngõ, hẻm",83.0,Đã có sổ,5.0,3.0,2.0,Không rõ,Nhà nở hậu,4.2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Phường Bình Thạnh,129960000.00000001
4980000000.0,"Nhà ngõ, hẻm",33.0,Đã có sổ,2.0,2.0,2.0,Nội thất đầy đủ,Hẻm xe hơi,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Phường Thạnh Mỹ Tây,157890000.0
4980000000.0,"Nhà ngõ, hẻm",32.0,Đã có sổ,2.0,2.0,2.0,Không rõ,Thông thường,4.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,Phường Thạnh Mỹ Tây,150910000.0
3650000000.0,"Nhà ngõ, hẻm",21.0,Đã có sổ,3.0,3.0,3.0,Không rõ,Thông thường,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Lợi Trung,162570000.0
2790000000.0,"Nhà ngõ, hẻm",17.0,Đã có sổ,2.0,2.0,3.0,Không rõ,Thông thường,3.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Phường Thạnh Mỹ Tây,150910000.0
23000000000.0,"Nhà ngõ, hẻm",290.0,Đã có sổ,10.0,6.0,2.0,Không rõ,Hẻm xe hơi,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Phường Bình Thạnh,155560000.0
4770000000.0,"Nhà ngõ, hẻm",26.0,Đã có sổ,2.0,2.0,2.0,Nội thất đầy đủ,Thông thường,4.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Phường Thạnh Mỹ Tây,150000000.0
7950000000.0,"Nhà ngõ, hẻm",34.0,Đã có sổ,4.0,4.0,3.0,Không rõ,Hẻm xe hơi,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Thạnh Mỹ Tây,155000000.0
11500000000.0,"Nhà ngõ, hẻm",65.0,Đã có sổ,4.0,5.0,4.0,Không rõ,Hẻm xe hơi,4.2,1,0,0,1,0,0,1,1,1,1,0,0,0,0,Phường Bình Thạnh,176920000.0
10350000000.0,"Nhà ngõ, hẻm",53.0,Đã có sổ,6.0,6.0,3.0,Không rõ,Hẻm xe hơi,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Phường Bình Lợi Trung,154550000.0
14500000000.0,"Nhà ngõ, hẻm",84.0,Đã có sổ,5.0,6.0,5.0,Nội thất đầy đủ,Hẻm xe hơi,7.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,Phường Gia Định,170000000.0
15000000000.0,"Nhà ngõ, hẻm",62.0,Đã có sổ,7.0,6.0,3.0,Hoàn thiện cơ bản,Hẻm xe hơi,5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Phường Gia Định,170640000.0
18800000000.0,"Nhà ngõ, hẻm",110.0,Đã có sổ,6.0,5.0,4.0,Hoàn thiện cơ bản,Nhà nở hậu,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Phường Gia Định,119520000.0
2900000000.0,"Nhà mặt phố, mặt tiền",20.0,Đã có sổ,4.0,4.0,3.0,Không rõ,Hẻm xe hơi,6.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Thạnh,170630000.0
1580000000.0,"Nhà ngõ, hẻm",18.0,Đã có sổ,3.0,3.0,2.0,Không rõ,Hẻm xe hơi,4.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Phường Thạnh Mỹ Tây,159000000.0
4970000000.0,"Nhà ngõ, hẻm",33.0,Đã có sổ,2.0,2.0,2.0,Không rõ,Hẻm xe hơi,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Phường Thạnh Mỹ Tây,157890000.0
6900000000.0,"Nhà ngõ, hẻm",45.0,Đã có sổ,2.0,3.0,3.0,Không rõ,Thông thường,3.8,0,0,0,0,0,0,0,1,0,0,1,0,1,0,Phường Bình Lợi Trung,132729999.99999999
8100000000.0,"Nhà ngõ, hẻm",130.0,Đã có sổ,1.0,3.0,3.0,Bàn giao thô,Hẻm xe hơi,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Lợi Trung,157600000.0
5950000000.0,"Nhà ngõ, hẻm",36.0,Đã có sổ,3.0,2.0,3.0,Nội thất cao cấp,Thông thường,10.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Phường Thạnh Mỹ Tây,150910000.0
17000000000.0,"Nhà ngõ, hẻm",90.0,Đã có sổ,10.0,6.0,6.0,Không rõ,Hẻm xe hơi,6.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Phường Bình Thạnh,147500000.0
3050000000.0,"Nhà ngõ, hẻm",18.0,Đã có sổ,2.0,2.0,3.0,Nội thất cao cấp,Hẻm xe hơi,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Gia Định,180950000.0
8900000000.0,"Nhà ngõ, hẻm",40.0,Đã có sổ,5.0,4.0,5.0,Nội thất cao cấp,Hẻm xe hơi,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Phường Gia Định,170000000.0
10450000000.0,"Nhà ngõ, hẻm",60.0,Đã có sổ,6.0,6.0,2.0,Nội thất đầy đủ,Hẻm xe hơi,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Phường Bình Thạnh,145230000.0
9700000000.0,"Nhà ngõ, hẻm",65.0,Đã có sổ,5.0,3.0,3.0,Không rõ,Hẻm xe hơi,4.2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Phường Gia Định,170000000.0
14950000000.0,"Nhà ngõ, hẻm",85.3,Đã có sổ,5.0,5.0,3.0,Không rõ,Hẻm xe hơi,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Phường Bình Lợi Trung,154550000.0
16800000000.0,"Nhà ngõ, hẻm",80.0,Đã có sổ,5.0,3.0,2.0,Không rõ,Hẻm xe hơi,4.0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,Phường Thạnh Mỹ Tây,146500000.0
5650000000.0,"Nhà ngõ, hẻm",47.0,Đã có sổ,3.0,2.0,1.0,Bàn giao thô,Hẻm xe hơi,3.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Phường Gia Định,119520000.0
6650000000.0,"Nhà ngõ, hẻm",46.6,Đã có sổ,3.0,4.0,3.0,Nội thất cao cấp,Hẻm xe hơi,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Phường Bình Lợi Trung,157600000.0
7000000000.0,"Nhà ngõ, hẻm",46.1,Đã có sổ,2.0,1.0,3.0,Không rõ,Thông thường,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Gia Định,135420000.0
8600000000.0,"Nhà ngõ, hẻm",90.0,Đã có sổ,4.0,3.0,3.0,Không rõ,Hẻm xe hơi,4.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Phường Bình Lợi Trung,151030000.0
6300000000.0,"Nhà ngõ, hẻm",54.0,Đã có sổ,3.0,3.0,2.0,Không rõ,Hẻm xe hơi,4.0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,Phường Thạnh Mỹ Tây,146500000.0
6860000000.0,"Nhà ngõ, hẻm",36.0,Đã có sổ,5.0,3.0,3.0,Không rõ,Thông thường,3.6,1,0,0,1,0,0,0,1,0,1,1,0,0,0,Phường Bình Lợi Trung,157600000.0
4990000000.0,"Nhà ngõ, hẻm",47.0,Đã có sổ,2.0,2.0,3.0,Không rõ,Nhà nát,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Lợi Trung,162500000.0
17200000000.0,"Nhà ngõ, hẻm",120.0,Đã có sổ,6.0,3.0,3.0,Không rõ,Hẻm xe hơi,6.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,Phường Bình Lợi Trung,140000000.0
16500000000.0,"Nhà ngõ, hẻm",127.0,Đã có sổ,6.0,6.0,4.0,Nội thất cao cấp,Hẻm xe hơi,4.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,Phường Bình Thạnh,155560000.0
7490000000.0,"Nhà ngõ, hẻm",60.0,Đã có sổ,2.0,3.0,4.0,Nội thất cao cấp,Hẻm xe hơi,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Thạnh,110000000.0
7500000000.0,"Nhà ngõ, hẻm",56.0,Đã có sổ,3.0,3.0,2.0,Không rõ,Thông thường,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Phường Thạnh Mỹ Tây,210000000.0
13600000000.0,"Nhà ngõ, hẻm",74.0,Đã có sổ,5.0,3.0,5.0,Nội thất đầy đủ,Thông thường,4.5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Phường Gia Định,173530000.0
5650000000.0,"Nhà ngõ, hẻm",33.0,Đã có sổ,2.0,2.0,3.0,Không rõ,Hẻm xe hơi,5.5,1,0,0,1,0,0,1,0,1,0,0,0,0,0,Phường Bình Lợi Trung,151050000.0
4700000000.0,"Nhà ngõ, hẻm",25.0,Đã có sổ,2.0,2.0,2.0,Không rõ,Hiện trạng khác,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,Phường Thạnh Mỹ Tây,131169999.99999999
12500000000.0,"Nhà ngõ, hẻm",75.0,Đã có sổ,4.0,5.0,4.0,Không rõ,Hẻm xe hơi,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Gia Định,170000000.0
6800000000.0,"Nhà ngõ, hẻm",36.0,Đã có sổ,3.0,4.0,5.0,Nội thất cao cấp,Thông thường,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Phường Bình Lợi Trung,171070000.0
5550000000.0,"Nhà ngõ, hẻm",51.0,Đã có sổ,4.0,3.0,2.0,Không rõ,Thông thường,4.2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,Phường Bình Thạnh,161030000.0
6000000000.0,"Nhà ngõ, hẻm",50.0,Đã có sổ,3.0,3.0,3.0,Không rõ,Thông thường,4.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Phường Bình Lợi Trung,135150000.0
5900000000.0,"Nhà ngõ, hẻm",67.0,Đã có sổ,2.0,2.0,2.0,Không rõ,Nhà nát,6.7,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Phường Bình Thạnh,140000000.0
7150000000.0,"Nhà ngõ, hẻm",66.0,Đã có sổ,4.0,3.0,3.0,Không rõ,Thông thường,4.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Phường Bình Lợi Trung,135760000.0
4480000000.0,"Nhà ngõ, hẻm",32.0,Đã có sổ,2.0,3.0,2.0,Nội thất đầy đủ,Thông thường,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Phường Bình Thạnh,147500000.0
7500000000.0,"Nhà ngõ, hẻm",49.5,Đã có sổ,6.0,6.0,5.0,Không rõ,Hẻm xe hơi,3.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Phường Bình Thạnh,147060000.0
2490000000.0,"Nhà ngõ, hẻm",28.8,Đã có sổ,2.0,1.0,2.0,Hoàn thiện cơ bản,Nhà nở hậu,4.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Phường Bình Quới,65040000.00000001
5600000000.0,"Nhà ngõ, hẻm",39.5,Đã có sổ,3.0,3.0,3.0,Nội thất cao cấp,Hẻm xe hơi,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Lợi Trung,132729999.99999999
6800000000.0,"Nhà ngõ, hẻm",39.0,Đã có sổ,3.0,4.0,5.0,Nội thất cao cấp,Thông thường,6.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,Phường Bình Lợi Trung,171070000.0
6400000000.0,"Nhà ngõ, hẻm",40.0,Đã có sổ,2.0,3.0,3.0,Nội thất đầy đủ,Hẻm xe hơi,4.0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,Phường Gia Định,160000000.0
7800000000.0,"Nhà ngõ, hẻm",32.0,Đã có sổ,3.0,4.0,3.0,Không rõ,Hẻm xe hơi,4.0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,Phường Bình Lợi Trung,158100000.0
2790000000.0,"Nhà ngõ, hẻm",16.0,Đã có sổ,2.0,1.0,2.0,Hoàn thiện cơ bản,Nhà nở hậu,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Phường Bình Thạnh,161030000.0
5870000000.0,"Nhà ngõ, hẻm",65.0,Đã có sổ,4.0,4.0,2.0,Nội thất đầy đủ,Thông thường,4.0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,Phường Thạnh Mỹ Tây,94840000.0
11000000000.0,"Nhà ngõ, hẻm",74.0,Đã có sổ,6.0,6.0,5.0,Nội thất đầy đủ,Hẻm xe hơi,8.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Phường Bình Lợi Trung,135150000.0
8000000000.0,"Nhà ngõ, hẻm",82.0,Đã có sổ,4.0,4.0,2.0,Nội thất đầy đủ,Nhà nở hậu,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Thạnh,129960000.00000001
11900000000.0,"Nhà ngõ, hẻm",93.0,Đã có sổ,3.0,3.0,2.0,Nội thất đầy đủ,Hẻm xe hơi,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Phường Bình Lợi Trung,151030000.0
8900000000.0,"Nhà ngõ, hẻm",50.0,Đã có sổ,1.0,1.0,2.0,Không rõ,Hẻm xe hơi,4.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Phường Thạnh Mỹ Tây,210000000.0
3400000000.0,"Nhà ngõ, hẻm",34.0,Đã có sổ,3.0,3.0,3.0,Không rõ,Hẻm xe hơi,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phường Gia Định,170000000.0
4235000000.0000005,"Nhà ngõ, hẻm",42.2,Đã có sổ,3.0,3.0,3.0,Không rõ,Thông thường,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Phường Bình Lợi Trung,171070000.0
7700000000.0,"Nhà ngõ, hẻm",40.0,Đã có sổ,4.0,5.0,4.0,Nội thất đầy đủ,Hẻm xe hơi,4.0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,Phường Bình Lợi Trung,133330000.00000001
11500000000.0,"Nhà ngõ, hẻm",90.0,Đã có sổ,3.0,3.0,2.0,Nội thất cao cấp,Hẻm xe hơi,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Thạnh,147060000.0
6000000000.0,"Nhà ngõ, hẻm",60.0,Đã có sổ,2.0,2.0,1.0,Không rõ,Thông thường,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Phường Bình Thạnh,110000000.0
5000000000.0,"Nhà ngõ, hẻm",60.0,Đã có sổ,2.0,3.0,2.0,Nội thất cao cấp,Hẻm xe hơi,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Gia Định,170000000.0
4350000000.0,"Nhà ngõ, hẻm",24.0,Đã có sổ,2.0,2.0,3.0,Không rõ,Thông thường,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Phường Gia Định,124290000.0
6860000000.0,"Nhà ngõ, hẻm",36.0,Đã có sổ,5.0,3.0,4.0,Nội thất cao cấp,Thông thường,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Phường Bình Lợi Trung,157600000.0
9950000000.0,"Nhà ngõ, hẻm",60.0,Đã có sổ,4.0,4.0,2.0,Không rõ,Hẻm xe hơi,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Thạnh,110000000.0
5680000000.0,"Nhà ngõ, hẻm",28.0,Đã có sổ,4.0,3.0,3.0,Không rõ,Thông thường,3.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Phường Gia Định,124290000.0
3990000000.0,"Nhà ngõ, hẻm",15.0,Đã có sổ,2.0,3.0,4.0,Nội thất đầy đủ,Hẻm xe hơi,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Phường Bình Lợi Trung,151410000.0
20500000000.0,"Nhà mặt phố, mặt tiền",106.0,Đã có sổ,6.0,6.0,4.0,Nội thất cao cấp,Thông thường,5.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Phường Bình Lợi Trung,163920000.0
9900000000.0,"Nhà mặt phố, mặt tiền",29.0,Đã có sổ,3.0,4.0,4.0,Hoàn thiện cơ bản,Thông thường,4.1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Phường Bình Lợi Trung,157810000.0
10300000000.0,"Nhà ngõ, hẻm",65.0,Đã có sổ,5.0,3.0,3.0,Nội thất cao cấp,Thông thường,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Phường Bình Lợi Trung,154550000.0
17900000000.0,"Nhà ngõ, hẻm",126.0,Đã có sổ,5.0,6.0,4.0,Nội thất đầy đủ,Hẻm xe hơi,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Phường Bình Lợi Trung,140000000.0
7850000000.0,"Nhà ngõ, hẻm",36.0,Đã có sổ,3.0,4.0,4.0,Nội thất cao cấp,Thông thường,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phường Gia Định,170640000.0
7490000000.0,"Nhà ngõ, hẻm",70.0,Đã có sổ,2.0,3.0,4.0,Nội thất đầy đủ,Hẻm xe hơi,5.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Phường Bình Thạnh,110000000.0
5950000000.0,"Nhà ngõ, hẻm",35.0,Đã có sổ,3.0,2.0,3.0,Nội thất cao cấp,Thông thường,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Phường Gia Định,151110000.0
3700000000.0,"Nhà ngõ, hẻm",28.0,Đã có sổ,3.0,2.0,3.0,Không rõ,Thông thường,4.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Phường Gia Định,180950000.0
7880000000.0,"Nhà ngõ, hẻm",36.0,Đã có sổ,4.0,4.0,3.0,Nội thất đầy đủ,Hẻm xe hơi,3.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Phường Bình Lợi Trung,157600000.0
4099999999.9999995,"Nhà ngõ, hẻm",44.0,Đã có sổ,3.0,3.0,33.0,Hoàn thiện cơ bản,Hẻm xe hơi,4.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Phường Bình Lợi Trung,162570000.0
